26,107,6.588224299065417,105.0,3880.519999999998
29,76,12.441842105263156,300.0,4100.75
65,1550,6.575716129032259,160.0,37071.98
191,235,6.053106382978727,110.1,9385.7
222,152,8.337565789473686,97.9,5692.48
243,386,4.371217616580312,124.1,10883.630000000003
54,35,5.729714285714287,100.55,1110.3999999999999
19,79,5.2911392405063316,300.0,1811.75
113,40228,2.2089691259819175,151.0,577069.6999999962
112,569,3.6875219683655516,200.0,13093.959999999992
155,147,5.68578231292517,190.0,6285.509999999996
167,141,3.2704964539007078,150.0,3529.2099999999996
237,148074,1.7914848656752722,385.0,1812363.5100000475
241,91,5.350549450549448,80.0,2871.8799999999997
198,115,4.597739130434781,64.95,3464.2900000000004
22,75,5.524666666666668,366.0,3092.689999999999
196,194,5.799278350515465,140.0,8192.73
130,853,10.452708089097284,500.0,45978.6
7,1510,2.858913907284774,100.0,25840.840000000015
77,74,5.482702702702703,90.0,2618.4800000000005
34,31,5.375483870967742,54.1,826.4699999999998
184,2,6.989999999999999,50.6,55.0
188,379,3.528073878627971,255.0,11065.480000000001
228,160,5.2048749999999995,200.0,5265.449999999997
202,98,4.1261224489795945,77.0,2556.9099999999994
126,56,4.784999999999999,87.61,1728.6400000000003
262,43760,3.0365379341864647,200.0,626697.0199999982
50,18552,2.507364165588605,598.7,280451.7900000018
94,56,5.311249999999997,80.0,1562.1999999999994
149,63,7.519682539682541,83.65,2522.9900000000002
264,40116,7.566550503539723,450.0,1060842.2599999926
229,62397,5.117427440421827,140.2,831208.0000000048
190,34,3.236470588235294,56.15,727.4799999999999
136,137,5.043138686131385,67.2,4871.649999999995
57,5,3.972,55.5,134.5
144,23851,2.856571212947038,160.0,384437.0800000031
43,49587,2.29622945530078,300.0,707378.1099999989
32,101,3.943366336633662,85.4,3112.3999999999983
212,48,4.7075000000000005,80.0,1367.6000000000001
31,9,6.604444444444443,90.0,408.49
119,107,3.892616822429907,90.0,2853.529999999999
39,401,9.548653366583537,249.0,16255.32000000003
98,35,5.902000000000001,266.2,1408.7000000000003
187,2,0.0,67.2,106.4
232,3257,3.3118544673012034,150.0,66306.45000000003
201,48,9.941458333333335,97.63,2316.27
203,142,7.583943661971834,172.4,5496.309999999998
116,2269,3.4543719700308513,220.0,45676.63999999995
145,2434,3.78999178307313,271.0,41352.01000000005
25,1034,4.149313346228234,85.3,23228.86000000003
157,234,5.636153846153844,135.3,10976.54
